time_sec,voltage_v,current_a,temperature_c,soc_pct
2209.31,3.4933,-2.0110,33.74,41.11
2228.17,3.4918,-2.0116,33.80,40.98
2247.09,3.4896,-2.0115,33.85,40.80
2265.97,3.4878,-2.0153,33.90,40.65
2284.97,3.4859,-2.0116,33.96,40.49
2303.91,3.4839,-2.0116,34.02,40.32
2322.95,3.4824,-2.0155,34.07,40.20
2341.81,3.4801,-2.0113,34.12,40.01
2360.83,3.4780,-2.0115,34.18,39.83
2379.86,3.4762,-2.0127,34.23,39.68
2398.80,3.4739,-2.0132,34.28,39.49
2417.73,3.4720,-2.0147,34.34,39.33
2436.75,3.4696,-2.0140,34.40,39.13
2455.75,3.4674,-2.0123,34.47,38.95
2474.86,3.4655,-2.0126,34.52,38.79
2493.88,3.4631,-2.0154,34.58,38.60
2513.03,3.4607,-2.0109,34.65,38.39
2532.14,3.4584,-2.0112,34.70,38.20
2551.27,3.4559,-2.0138,34.78,37.99
2570.39,3.4532,-2.0126,34.84,37.76
2589.67,3.4504,-2.0137,34.91,37.54
2608.81,3.4479,-2.0140,34.96,37.33
2628.06,3.4454,-2.0132,35.04,37.12
2647.39,3.4422,-2.0113,35.12,36.85
2666.61,3.4394,-2.0138,35.17,36.62
2685.83,3.4362,-2.0148,35.25,36.35
2705.20,3.4329,-2.0129,35.32,36.07
2724.45,3.4296,-2.0135,35.40,35.80
2743.66,3.4264,-2.0127,35.47,35.53
2762.88,3.4225,-2.0140,35.54,35.21
2782.09,3.4188,-2.0091,35.61,34.90
2801.48,3.4148,-2.0153,35.69,34.56
2820.73,3.4104,-2.0155,35.77,34.20
2839.94,3.4057,-2.0113,35.84,33.81
2859.31,3.4014,-2.0107,35.91,33.45
2878.61,3.3962,-2.0107,35.99,33.02
2897.94,3.3906,-2.0114,36.08,32.55
2917.36,3.3845,-2.0113,36.15,32.04
2936.84,3.3779,-2.0130,36.24,31.49
2956.33,3.3705,-2.0129,36.32,30.87
2975.78,3.3623,-2.0157,36.41,30.19
2995.22,3.3526,-2.0124,36.50,29.39
3014.66,3.3420,-2.0124,36.59,28.50
3034.20,3.3299,-2.0126,36.68,27.49
3053.69,3.3157,-2.0120,36.78,26.31
3073.12,3.2995,-2.0135,36.88,24.96
3092.64,3.2810,-2.0142,36.99,23.42
3112.09,3.2592,-2.0134,37.12,21.60
3131.52,3.2342,-2.0132,37.24,19.52
3151.05,3.2052,-2.0131,37.36,17.10
3170.64,3.1714,-2.0149,37.49,14.29
3190.36,3.1318,-2.0124,37.63,10.99
3209.95,3.0848,-2.0121,37.78,7.07
3229.66,3.0282,-2.0109,37.94,2.35
3249.31,2.9567,-2.0138,38.10,0.00
3268.92,2.8592,-2.0101,38.27,0.00
3288.75,2.7129,-2.0105,38.46,0.00
3308.42,2.4879,-2.0124,38.71,0.00
35.58,3.9861,-2.0125,24.77,82.17
53.84,3.9647,-2.0108,24.92,80.39
72.03,3.9490,-2.0130,25.09,79.09
90.11,3.9360,-2.0166,25.26,78.00
108.38,3.9246,-2.0144,25.45,77.05
126.45,3.9148,-2.0130,25.63,76.23
144.58,3.9058,-2.0161,25.81,75.48
162.76,3.8977,-2.0131,25.99,74.81
180.97,3.8898,-2.0129,26.16,74.15
199.16,3.8824,-2.0132,26.34,73.53
217.41,3.8756,-2.0130,26.51,72.97
235.58,3.8691,-2.0125,26.67,72.43
253.89,3.8627,-2.0126,26.83,71.89
272.08,3.8564,-2.0104,27.00,71.37
290.28,3.8503,-2.0122,27.16,70.86
308.45,3.8447,-2.0117,27.31,70.39
326.64,3.8393,-2.0123,27.47,69.94
344.84,3.8342,-2.0128,27.62,69.52
362.98,3.8290,-2.0121,27.78,69.08
381.20,3.8239,-2.0107,27.92,68.65
399.38,3.8187,-2.0122,28.07,68.22
417.61,3.8136,-2.0138,28.21,67.80
435.75,3.8089,-2.0131,28.36,67.41
453.94,3.8037,-2.0122,28.50,66.97
472.14,3.7985,-2.0141,28.64,66.54
490.50,3.7933,-2.0126,28.78,66.11
508.70,3.7884,-2.0135,28.90,65.70
526.89,3.7832,-2.0120,29.02,65.27
545.09,3.7784,-2.0125,29.14,64.87
563.45,3.7735,-2.0113,29.26,64.46
581.55,3.7685,-2.0132,29.37,64.04
599.78,3.7639,-2.0127,29.46,63.66
618.19,3.7593,-2.0138,29.55,63.27
636.36,3.7549,-2.0161,29.64,62.91
654.64,3.7503,-2.0132,29.72,62.53
672.84,3.7462,-2.0140,29.78,62.18
691.08,3.7420,-2.0114,29.84,61.83
709.48,3.7379,-2.0115,29.90,61.49
727.83,3.7337,-2.0134,29.95,61.14
745.97,3.7295,-2.0134,30.01,60.79
764.19,3.7255,-2.0122,30.06,60.46
782.38,3.7215,-2.0123,30.10,60.13
800.67,3.7177,-2.0121,30.13,59.80
819.00,3.7135,-2.0108,30.16,59.46
837.34,3.7096,-2.0140,30.22,59.13
855.72,3.7057,-2.0141,30.25,58.81
873.97,3.7017,-2.0147,30.28,58.47
892.31,3.6977,-2.0104,30.33,58.14
910.61,3.6940,-2.0136,30.36,57.83
928.89,3.6901,-2.0146,30.41,57.51
947.20,3.6862,-2.0121,30.46,57.18
965.75,3.6822,-2.0118,30.50,56.85
984.11,3.6785,-2.0148,30.55,56.54
1002.50,3.6748,-2.0116,30.60,56.23
1020.80,3.6713,-2.0147,30.65,55.94
1039.20,3.6676,-2.0119,30.70,55.64
1057.55,3.6639,-2.0141,30.75,55.32
1075.97,3.6601,-2.0114,30.79,55.01
1094.31,3.6565,-2.0110,30.85,54.71
1112.72,3.6531,-2.0134,30.90,54.43
1131.09,3.6494,-2.0141,30.96,54.12
1149.52,3.6459,-2.0146,31.01,53.82
1167.97,3.6425,-2.0113,31.06,53.54
1186.38,3.6389,-2.0129,31.11,53.24
1204.92,3.6355,-2.0134,31.16,52.95
1223.36,3.6321,-2.0144,31.22,52.68
1241.86,3.6286,-2.0126,31.28,52.38
1260.22,3.6251,-2.0129,31.33,52.09
1278.78,3.6219,-2.0090,31.37,51.83
1297.30,3.6186,-2.0149,31.43,51.55
1315.77,3.6152,-2.0135,31.49,51.27
1334.08,3.6121,-2.0112,31.54,51.01
1352.58,3.6089,-2.0119,31.58,50.74
1371.11,3.6056,-2.0137,31.63,50.47
1389.59,3.6024,-2.0162,31.69,50.20
1408.11,3.5991,-2.0142,31.74,49.92
1426.66,3.5961,-2.0119,31.79,49.67
1445.08,3.5929,-2.0112,31.84,49.41
1463.77,3.5898,-2.0124,31.88,49.15
1482.31,3.5868,-2.0134,31.95,48.90
1501.08,3.5835,-2.0121,31.99,48.63
1519.64,3.5806,-2.0147,32.04,48.38
1538.14,3.5779,-2.0164,32.09,48.16
1556.77,3.5748,-2.0151,32.14,47.90
1575.42,3.5719,-2.0166,32.18,47.66
1594.02,3.5691,-2.0111,32.22,47.42
1612.55,3.5663,-2.0112,32.27,47.19
1631.12,3.5634,-2.0134,32.32,46.95
1649.77,3.5604,-2.0115,32.36,46.70
1668.39,3.5578,-2.0131,32.41,46.48
1686.95,3.5550,-2.0132,32.44,46.25
1705.50,3.5524,-2.0116,32.50,46.03
1724.12,3.5499,-2.0138,32.55,45.83
1742.73,3.5471,-2.0130,32.58,45.59
1761.36,3.5445,-2.0142,32.63,45.38
1780.09,3.5421,-2.0106,32.68,45.18
1798.83,3.5396,-2.0115,32.73,44.97
1817.53,3.5370,-2.0143,32.77,44.75
1836.30,3.5348,-2.0113,32.81,44.56
1854.92,3.5324,-2.0122,32.85,44.36
1873.59,3.5299,-2.0130,32.90,44.16
1892.31,3.5278,-2.0132,32.94,43.98
1911.05,3.5255,-2.0130,32.99,43.79
1929.83,3.5233,-2.0113,33.02,43.60
1948.52,3.5210,-2.0122,33.07,43.41
1967.25,3.5189,-2.0123,33.12,43.24
1985.97,3.5168,-2.0139,33.16,43.07
2004.78,3.5148,-2.0113,33.21,42.90
2023.67,3.5126,-2.0144,33.25,42.72
2042.45,3.5108,-2.0134,33.30,42.56
2061.33,3.5090,-2.0139,33.34,42.42
2080.25,3.5070,-2.0103,33.40,42.25
2098.97,3.5050,-2.0141,33.44,42.08
2117.92,3.5033,-2.0138,33.49,41.94
2136.75,3.5013,-2.0103,33.53,41.78
2155.53,3.4994,-2.0147,33.58,41.62
2174.34,3.4976,-2.0136,33.63,41.46
2193.25,3.4955,-2.0093,33.68,41.29
2212.11,3.4938,-2.0112,33.74,41.15
2231.06,3.4917,-2.0126,33.78,40.98
2249.88,3.4899,-2.0119,33.83,40.83
2268.76,3.4883,-2.0120,33.89,40.69
2287.76,3.4861,-2.0114,33.94,40.51
2306.72,3.4841,-2.0137,33.99,40.34
2325.64,3.4825,-2.0115,34.05,40.21
2344.59,3.4803,-2.0100,34.10,40.02
2363.64,3.4784,-2.0150,34.16,39.87
2382.59,3.4761,-2.0143,34.21,39.68
2401.56,3.4741,-2.0151,34.27,39.51
2420.64,3.4721,-2.0159,34.33,39.34
2439.64,3.4698,-2.0128,34.39,39.15
2458.64,3.4679,-2.0139,34.45,38.99
2477.59,3.4657,-2.0118,34.50,38.81
2496.69,3.4632,-2.0115,34.56,38.60
2515.78,3.4609,-2.0130,34.64,38.41
2534.91,3.4586,-2.0103,34.69,38.22
2554.01,3.4560,-2.0145,34.76,38.00
2573.11,3.4536,-2.0135,34.81,37.80
2592.39,3.4510,-2.0144,34.89,37.58
2611.51,3.4483,-2.0143,34.96,37.36
2630.67,3.4455,-2.0120,35.03,37.12
2649.89,3.4426,-2.0120,35.10,36.89
2669.16,3.4395,-2.0120,35.18,36.63
2688.48,3.4364,-2.0147,35.25,36.37
2707.76,3.4332,-2.0142,35.32,36.10
2727.05,3.4299,-2.0109,35.39,35.83
2746.34,3.4263,-2.0145,35.46,35.53
2765.67,3.4224,-2.0107,35.54,35.20
2784.91,3.4187,-2.0121,35.61,34.89
2804.20,3.4148,-2.0129,35.68,34.57
2823.53,3.4105,-2.0157,35.76,34.21
2843.00,3.4056,-2.0133,35.83,33.80
2862.22,3.4010,-2.0144,35.91,33.42
2881.55,3.3957,-2.0108,35.99,32.97
2901.03,3.3902,-2.0130,36.06,32.52
2920.48,3.3840,-2.0089,36.13,32.00
2939.88,3.3773,-2.0103,36.21,31.44
2959.25,3.3696,-2.0144,36.30,30.80
2978.61,3.3611,-2.0127,36.39,30.09
2998.11,3.3514,-2.0118,36.49,29.28
3017.59,3.3407,-2.0148,36.58,28.39
3036.98,3.3280,-2.0134,36.66,27.33
3056.42,3.3136,-2.0118,36.78,26.13
3075.88,3.2968,-2.0145,36.88,24.74
3095.33,3.2776,-2.0136,36.98,23.13
3114.78,3.2552,-2.0154,37.10,21.26
3134.45,3.2292,-2.0117,37.23,19.10
3153.97,3.1993,-2.0127,37.35,16.61
3173.42,3.1644,-2.0139,37.48,13.70
3193.09,3.1229,-2.0136,37.63,10.24
3212.72,3.0739,-2.0144,37.76,6.15
3232.42,3.0143,-2.0135,37.92,1.19
3252.23,2.9373,-2.0101,38.09,0.00
3271.91,2.8292,-2.0128,38.27,0.00
3291.48,2.6652,-2.0110,38.48,0.00
35.58,3.9862,-2.0122,24.69,82.18
53.72,3.9653,-2.0114,24.85,80.44
71.83,3.9493,-2.0116,25.01,79.11
90.06,3.9358,-2.0115,25.19,77.98
108.20,3.9249,-2.0135,25.37,77.07
126.38,3.9148,-2.0131,25.56,76.23
144.55,3.9061,-2.0116,25.73,75.51
162.72,3.8974,-2.0119,25.91,74.79
180.92,3.8898,-2.0126,26.10,74.15
199.14,3.8825,-2.0142,26.26,73.54
217.30,3.8760,-2.0137,26.43,73.00
235.44,3.8694,-2.0143,26.61,72.45
253.67,3.8627,-2.0138,26.77,71.89
271.89,3.8568,-2.0102,26.93,71.40
289.97,3.8507,-2.0124,27.10,70.89
308.16,3.8449,-2.0124,27.24,70.41
326.19,3.8396,-2.0139,27.40,69.97
344.31,3.8343,-2.0134,27.55,69.53
362.59,3.8291,-2.0106,27.70,69.09
380.88,3.8242,-2.0129,27.85,68.69
399.06,3.8190,-2.0111,28.00,68.25
417.20,3.8142,-2.0125,28.16,67.85
435.55,3.8090,-2.0115,28.30,67.42
453.75,3.8037,-2.0134,28.43,66.97
471.95,3.7988,-2.0132,28.57,66.57
490.16,3.7936,-2.0111,28.71,66.13
508.33,3.7887,-2.0139,28.83,65.73
526.48,3.7836,-2.0184,28.96,65.30
544.69,3.7786,-2.0143,29.07,64.89
562.94,3.7735,-2.0130,29.19,64.45
581.14,3.7687,-2.0135,29.30,64.06
599.42,3.7643,-2.0117,29.40,63.69
617.59,3.7596,-2.0136,29.50,63.30
635.80,3.7550,-2.0146,29.56,62.91
654.11,3.7507,-2.0129,29.65,62.56
672.42,3.7463,-2.0144,29.72,62.20
690.75,3.7420,-2.0148,29.78,61.83
709.08,3.7378,-2.0144,29.85,61.48
727.30,3.7337,-2.0121,29.89,61.14
745.62,3.7297,-2.0118,29.95,60.81
764.05,3.7256,-2.0135,30.00,60.47
782.39,3.7217,-2.0123,30.04,60.14
800.72,3.7174,-2.0098,30.08,59.78
819.16,3.7137,-2.0169,30.12,59.48
837.48,3.7096,-2.0082,30.15,59.13
855.75,3.7057,-2.0128,30.19,58.81
874.03,3.7017,-2.0109,30.23,58.48
892.30,3.6976,-2.0133,30.27,58.14
910.62,3.6938,-2.0127,30.32,57.82
928.95,3.6900,-2.0162,30.35,57.50
947.20,3.6861,-2.0109,30.40,57.17
965.56,3.6821,-2.0143,30.44,56.84
983.83,3.6783,-2.0156,30.50,56.53
1002.19,3.6748,-2.0157,30.54,56.23
1020.45,3.6710,-2.0122,30.59,55.92
1038.81,3.6674,-2.0102,30.63,55.62
1057.22,3.6636,-2.0096,30.69,55.30
1075.58,3.6601,-2.0091,30.74,55.01
1093.92,3.6563,-2.0147,30.79,54.69
1112.23,3.6530,-2.0100,30.84,54.42
1130.67,3.6496,-2.0109,30.89,54.13
1149.06,3.6457,-2.0115,30.95,53.81
1167.33,3.6423,-2.0133,31.00,53.53
1185.72,3.6388,-2.0163,31.05,53.24
1204.06,3.6354,-2.0137,31.10,52.95
1222.45,3.6321,-2.0103,31.15,52.67
1240.91,3.6288,-2.0102,31.20,52.40
1259.30,3.6254,-2.0141,31.26,52.12
1277.69,3.6220,-2.0086,31.31,51.83
1296.20,3.6187,-2.0121,31.36,51.56
1314.52,3.6153,-2.0140,31.42,51.28
1332.98,3.6119,-2.0096,31.46,50.99
1351.48,3.6088,-2.0150,31.52,50.73
1369.92,3.6054,-2.0106,31.57,50.45
1388.42,3.6023,-2.0151,31.62,50.19
1406.98,3.5992,-2.0157,31.67,49.93
1425.45,3.5959,-2.0131,31.72,49.66
1444.09,3.5929,-2.0120,31.76,49.41
1462.62,3.5897,-2.0129,31.82,49.14
1481.08,3.5869,-2.0125,31.87,48.91
1499.62,3.5839,-2.0136,31.92,48.65
1518.14,3.5805,-2.0132,31.97,48.37
1536.67,3.5777,-2.0126,32.02,48.14
1555.22,3.5748,-2.0116,32.06,47.90
1573.75,3.5720,-2.0146,32.12,47.67
1592.30,3.5691,-2.0112,32.16,47.43
1610.88,3.5661,-2.0115,32.20,47.18
1629.52,3.5633,-2.0115,32.25,46.94
1648.09,3.5605,-2.0119,32.30,46.71
1666.56,3.5577,-2.0128,32.34,46.47
